<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
GTN,20161219,11.1077,11.2923,11.0770,11.1385,979840
GTN,20161220,11.0154,11.1693,10.8923,10.8923,1035590
GTN,20161221,10.8308,10.9846,10.7692,10.9231,905690
GTN,20161222,10.9231,10.9539,10.8000,10.9538,962860
GTN,20161223,10.9538,11.0769,10.8307,10.9846,870940
GTN,20161226,10.9846,11.0154,10.8923,10.8923,1054830
GTN,20161227,10.8923,10.9231,10.8000,10.8000,1264900
GTN,20161228,10.7385,10.8308,10.5846,10.5846,1290770
GTN,20161229,10.5846,10.7384,10.1231,10.2154,1655920
GTN,20161230,10.1846,10.3077,10.1539,10.2154,1302440
GTN,20170103,10.2154,10.9231,10.2154,10.9231,2004140
GTN,20170104,10.9231,11.2308,10.8923,11.1385,2666900
GTN,20170105,11.0770,11.4154,11.0462,11.3231,1554700
GTN,20170106,11.2923,11.4462,11.2000,11.3846,1763020
GTN,20170109,11.3231,11.4461,11.2308,11.3846,1516590
GTN,20170110,11.2615,11.3538,10.9846,10.9846,1294430
GTN,20170111,10.9231,11.0462,10.8923,11.0462,1319720
GTN,20170112,11.0154,11.2616,10.9847,11.1692,1311210
GTN,20170113,11.2000,11.2000,11.0769,11.0769,1469780
GTN,20170116,11.1384,11.1384,10.9538,10.9538,1506360
GTN,20170117,10.9538,11.0461,10.8615,10.9846,1485930
GTN,20170118,10.9846,11.1077,10.9538,10.9538,1487180
GTN,20170119,10.9538,11.0153,10.7384,10.7385,1552740
GTN,20170120,10.7385,10.7693,10.6154,10.6154,1317450
GTN,20170123,10.6154,10.7385,10.5539,10.6462,1485830
GTN,20170124,10.6462,10.7693,10.6462,10.7692,1447940
GTN,20170125,10.7384,10.8307,10.7077,10.8000,1431900
GTN,20170202,10.8000,10.8308,10.7692,10.7692,1436230
GTN,20170203,10.7384,10.8923,10.7384,10.8923,1919580
GTN,20170206,10.8923,10.9846,10.8308,10.8923,2024680
GTN,20170207,10.8615,11.0154,10.7692,10.7692,2106090
GTN,20170208,10.7077,10.7692,10.6769,10.7692,1752390
GTN,20170209,10.7077,10.9230,10.7077,10.8000,2040400
GTN,20170210,10.7385,10.8308,10.7077,10.8308,1688600
GTN,20170213,10.8000,10.8923,10.8000,10.8000,1697180
GTN,20170214,10.7692,10.8000,10.7077,10.7385,1882610
GTN,20170215,10.7693,10.9539,10.6769,10.6769,1618400
GTN,20170216,10.6461,10.7077,10.5538,10.5846,2102310
GTN,20170217,10.5846,10.5846,10.3692,10.5846,1669800
GTN,20170220,10.5846,11.3231,10.4615,11.3231,1782780
GTN,20170221,11.3846,11.7539,11.3539,11.7538,2010570
GTN,20170222,11.6923,11.7846,11.5384,11.6923,1805280
GTN,20170223,11.6308,12.4923,11.5692,12.4923,2322330
GTN,20170224,12.6769,13.3538,12.6769,13.3538,2632550
GTN,20170227,13.4153,13.7846,13.4153,13.5385,1917640
GTN,20170228,13.5385,13.6308,13.0462,13.0462,1736630
GTN,20170301,12.7385,12.8308,12.1539,12.4000,1922490
GTN,20170302,12.3077,12.7385,12.1846,12.5231,1478570
GTN,20170303,12.4308,12.4616,12.1231,12.4308,1555810
GTN,20170306,12.3385,12.8616,12.3385,12.8615,1771790
GTN,20170307,12.9230,13.5385,12.9230,13.5385,1894850
GTN,20170308,13.6000,14.1231,13.5385,14.1231,1806040
GTN,20170309,14.1539,14.4616,14.1539,14.4000,1299970
GTN,20170310,14.1538,14.2154,13.4154,13.4154,1496570
GTN,20170313,12.4923,12.4923,12.4923,12.4923,102570
GTN,20170314,11.6308,11.6308,11.6308,11.6308,417460
GTN,20170315,10.8308,11.3846,10.8308,10.8308,4079100
GTN,20170316,10.7693,11.1385,10.7693,10.9538,1164270
GTN,20170317,10.9538,11.2615,10.2153,10.2154,1877750
GTN,20170320,10.3692,10.9231,10.3385,10.9231,1630230
GTN,20170321,10.9539,11.0769,10.7077,10.8615,1138880
GTN,20170322,10.5230,10.7692,10.1230,10.4615,2481330
GTN,20170323,10.2769,10.4615,9.7538,9.7538,1996110
GTN,20170324,9.3538,9.8461,9.0769,9.1077,1091460
GTN,20170327,9.1077,9.6923,9.1077,9.6000,753170
GTN,20170328,9.5385,10.0923,9.2615,9.9077,1159570
GTN,20170329,9.9077,10.0000,9.6308,9.7231,909120
GTN,20170330,9.6616,9.7846,9.5693,9.7846,447490
GTN,20170331,9.6615,9.8461,9.5077,9.7846,817550
GTN,20170403,9.5384,9.7846,9.5384,9.5692,554280
GTN,20170404,9.5384,9.6923,9.5077,9.6308,644500
GTN,20170405,9.6308,9.7846,9.6000,9.6615,555070
GTN,20170407,9.6615,9.7846,9.6307,9.7231,430030
GTN,20170410,9.7539,9.7846,9.6616,9.7538,389530
GTN,20170411,9.7230,10.0307,9.6615,9.9385,977080
GTN,20170412,9.9077,10.0308,9.7539,10.0000,820950
GTN,20170413,9.9692,9.9692,9.7846,9.7846,458170
GTN,20170414,9.6923,9.7538,9.3846,9.4154,375400
GTN,20170417,9.2308,9.4154,9.1692,9.2308,309350
GTN,20170418,9.2308,9.3539,9.1077,9.3538,196430
GTN,20170419,9.2923,9.4154,9.2923,9.4154,460500
GTN,20170420,9.4154,9.4462,9.3538,9.3538,228470
GTN,20170421,9.3538,9.3846,9.2923,9.3846,173510
GTN,20170424,9.3846,9.4154,9.3538,9.3846,361870
GTN,20170425,9.3538,9.4461,9.2000,9.2308,535160
GTN,20170426,9.2308,9.3231,9.2308,9.2923,284870
GTN,20170427,9.2923,9.5077,9.2923,9.4462,454730
GTN,20170428,9.4462,9.5077,9.4154,9.4769,157350
GTN,20170503,9.4769,10.0308,9.4769,10.0308,498010
GTN,20170504,10.0923,10.2154,10.0308,10.1231,491580
GTN,20170505,10.1231,10.1539,10.0308,10.0615,258750
GTN,20170508,10.0307,10.0615,9.8461,10.0308,530790
GTN,20170509,9.9693,10.0923,9.8770,10.0923,525800
GTN,20170510,10.0923,10.2154,10.0923,10.2154,347770
GTN,20170511,10.2154,10.2154,10.0923,10.1231,157440
GTN,20170512,10.0616,10.1231,10.0308,10.0923,70420
GTN,20170515,10.0923,10.2154,10.0615,10.1231,1340870
GTN,20170516,10.1231,10.2154,10.0616,10.2154,2148010
GTN,20170517,10.2154,10.5539,10.1539,10.5231,3148750
GTN,20170518,10.5231,10.9231,10.4616,10.8923,3225640
GTN,20170519,10.8923,11.5692,10.8000,11.5692,3315290
GTN,20170522,11.3230,11.5692,10.9538,10.9846,3385160
GTN,20170523,10.7077,10.8923,10.5846,10.5846,2178820
GTN,20170524,10.4615,10.6154,10.3692,10.4615,1847310
GTN,20170525,10.4615,10.6153,10.3692,10.4615,1518790
GTN,20170526,10.4615,10.5846,10.4307,10.4615,1275530
GTN,20170529,10.3692,10.4923,10.2461,10.2462,1254920
GTN,20170530,10.0308,10.2154,9.9692,9.9692,700910
GTN,20170531,9.9692,10.1230,9.8461,10.0308,674820
GTN,20170601,10.0308,10.1539,10.0308,10.1538,968890
GTN,20170602,10.1538,10.2769,10.1538,10.2462,788950
GTN,20170605,10.2462,10.4000,10.2154,10.3077,917240
GTN,20170606,10.3077,10.4000,10.2769,10.3692,878120
GTN,20170607,10.3077,10.4000,10.2769,10.3077,913700
GTN,20170608,10.2769,10.3385,10.2154,10.2769,884620
GTN,20170609,10.2154,10.3077,10.1846,10.2154,913630
GTN,20170612,10.1539,10.2154,10.0616,10.1846,732200
GTN,20170613,10.1846,10.2154,9.9077,9.9077,648650
GTN,20170614,9.8462,10.0308,9.8462,9.9692,706050
GTN,20170615,9.9692,10.2462,9.9077,10.2462,916170
GTN,20170616,10.2462,10.3693,10.0308,10.0308,1466710
GTN,20170619,10.0923,10.3385,10.0923,10.2769,788520
GTN,20170620,10.2769,10.3384,10.1846,10.2154,756600
GTN,20170621,10.2154,10.2462,10.1539,10.2154,818620
GTN,20170622,10.2154,10.3385,10.1539,10.2769,886590
GTN,20170623,10.2769,10.4923,10.2154,10.4615,916160
GTN,20170626,10.4615,10.7077,10.4000,10.7077,937430
GTN,20170627,10.7077,10.8308,10.6462,10.6462,924570
GTN,20170628,10.6462,10.8616,10.5539,10.8000,923230
GTN,20170629,10.8000,10.9538,10.7692,10.8923,1049460
GTN,20170630,10.8308,10.9231,10.8000,10.8923,812480
GTN,20170703,10.8000,10.8923,10.7692,10.7692,788100
GTN,20170704,10.7692,10.7692,10.5846,10.5846,708130
GTN,20170705,10.5231,10.6461,10.4308,10.4923,999190
GTN,20170706,10.4615,10.5846,10.4615,10.5231,832700
GTN,20170707,10.5231,10.6154,10.4615,10.4615,781650
GTN,20170710,10.4615,10.4923,10.0307,10.0308,652910
GTN,20170711,9.9693,10.0923,9.9693,10.0615,561470
GTN,20170712,10.0307,10.0615,9.9692,10.0000,538790
GTN,20170713,10.0000,10.0308,9.7846,9.8462,722600
GTN,20170714,9.8462,10.0616,9.8462,9.9692,830040
GTN,20170717,9.9692,10.5231,9.9692,10.5231,1294300
GTN,20170718,10.4000,10.4616,10.3077,10.4308,535890
GTN,20170719,10.4308,10.6154,10.3385,10.3385,817720
GTN,20170720,10.3385,10.4000,10.0616,10.4000,575020
GTN,20170721,10.3385,10.3692,10.0923,10.0923,420630
GTN,20170724,10.0923,10.0923,9.8154,9.8462,661870
GTN,20170725,9.8154,9.9385,9.2308,9.9385,1217330
GTN,20170726,9.9385,10.0923,9.8770,10.0923,649860
GTN,20170727,10.0923,10.0923,9.9385,10.0000,516330
GTN,20170728,9.9692,10.1231,9.8769,10.1231,833630
GTN,20170731,10.1231,10.2462,9.9077,10.2154,829410
GTN,20170801,10.2154,10.3385,10.0923,10.0923,740910
GTN,20170802,10.1231,10.1231,9.8154,9.9077,910470
GTN,20170803,9.9077,10.0615,9.9077,10.0615,591270
GTN,20170804,10.0307,10.2153,10.0000,10.1846,806110
GTN,20170807,10.1538,10.3692,10.0923,10.2769,970360
GTN,20170808,10.2154,10.3384,10.1231,10.1846,972530
GTN,20170809,10.1846,10.2154,10.0308,10.0923,936360
GTN,20170810,10.0615,10.2154,9.9385,9.9385,1160100
GTN,20170811,9.9693,10.0000,9.8770,10.0000,1073140
GTN,20170814,10.0000,10.1538,9.9692,10.1538,1241870
GTN,20170815,10.1230,10.2153,10.0307,10.0308,1160190
GTN,20170816,9.9693,10.1539,9.7846,10.1538,1367690
GTN,20170817,10.0923,10.1538,10.0000,10.0308,1177980
GTN,20170818,10.0308,10.0923,9.9077,10.0615,1262630
GTN,20170821,10.0307,10.0923,9.9692,10.0000,1352900
GTN,20170822,10.0000,10.0615,9.9385,10.0308,1396720
GTN,20170823,10.0308,10.0616,9.9385,9.9385,773810
GTN,20170824,9.9385,9.9693,9.8462,9.9692,1269370
GTN,20170825,9.9692,10.0000,9.8461,10.0000,1155550
GTN,20170828,9.9692,10.1538,9.8154,10.0308,1154050
GTN,20170829,10.0616,10.0923,9.9077,9.9385,995010
GTN,20170830,9.9077,10.0923,9.8462,9.9077,1054900
GTN,20170831,9.9077,10.0923,9.8154,9.9077,838470
GTN,20170901,9.9077,10.0000,9.8154,9.8769,957310
GTN,20170905,9.8769,9.9077,9.7231,9.7231,742560
GTN,20170906,9.7231,9.7539,9.5693,9.6000,732000
GTN,20170907,9.6000,9.6308,9.4462,9.4769,397050
GTN,20170908,9.4769,9.6000,9.4461,9.6000,204890
GTN,20170911,9.6000,9.6923,9.5077,9.6000,540670
GTN,20170912,9.6000,9.6923,9.5692,9.6000,428350
GTN,20170913,9.6308,9.6308,9.4769,9.6000,416050
GTN,20170914,9.5692,9.6000,9.3846,9.5385,456190
GTN,20170915,9.5077,9.5385,9.2923,9.5385,696020
GTN,20170918,9.6000,10.0308,9.6000,10.0308,837330
GTN,20170919,10.0923,10.3385,10.0616,10.1538,1103370
GTN,20170920,10.1846,10.3384,9.9692,10.1538,944550
GTN,20170921,10.1230,10.2153,9.9692,10.0923,508530
GTN,20170922,10.0923,10.0923,9.8461,10.0308,653020
GTN,20170925,10.0308,10.1846,10.0000,10.1538,442670
GTN,20170926,10.1846,10.3077,10.0615,10.3077,803630
GTN,20170927,10.3385,10.4308,10.2154,10.3077,645290
GTN,20170928,10.2769,10.5231,10.0923,10.0923,1338330
GTN,20170929,10.1231,10.1538,9.8461,10.0615,1235430
GTN,20171002,10.0615,10.1846,10.0000,10.1231,514690
GTN,20171003,10.0923,10.2769,10.0308,10.1231,683830
GTN,20171004,10.1231,10.2462,10.0923,10.2154,742120
GTN,20171005,10.2769,10.4000,10.0308,10.4000,1626280
GTN,20171006,10.5231,10.5846,10.4308,10.5846,2089900
GTN,20171009,10.5846,10.6769,10.4615,10.6154,1296120
GTN,20171010,10.6154,10.7077,10.5231,10.5231,951070
GTN,20171011,10.5539,10.6769,10.4616,10.6154,1157430
GTN,20171012,10.6154,10.6462,10.4923,10.6154,701470
GTN,20171013,10.6154,10.7385,10.5231,10.7385,1595350
GTN,20171016,10.7693,11.0462,10.7385,10.9846,2205660
GTN,20171017,10.9538,11.0769,10.9231,10.9846,988010
GTN,20171018,10.9846,11.0154,10.8308,10.8615,700430
GTN,20171019,10.8000,10.8307,10.6769,10.8000,904580
GTN,20171020,10.7692,10.7692,10.4615,10.5231,1148520
GTN,20171023,10.5539,10.5539,10.0923,10.1231,580170
GTN,20171024,10.1231,10.2154,9.9077,10.0615,717760
GTN,20171025,10.0615,10.2153,9.9077,10.1231,744260
GTN,20171026,10.1231,10.1846,10.0000,10.1231,295420
GTN,20171027,10.1539,10.2154,10.0308,10.1846,201070
GTN,20171030,10.2154,10.2461,10.0923,10.0923,535210
GTN,20171031,10.0923,10.0923,9.9692,10.0615,316780
GTN,20171101,10.0923,10.0923,9.9384,9.9692,337670
GTN,20171102,10.0000,10.0307,9.8461,10.0000,492140
GTN,20171103,10.0308,10.0308,9.8769,9.9077,138100
GTN,20171106,10.0000,10.1539,10.0000,10.1231,516360
GTN,20171107,10.1846,10.2154,10.0308,10.1231,283220
GTN,20171108,10.1231,10.2154,10.0616,10.2154,1245080
GTN,20171109,10.2462,10.2769,10.1231,10.1846,1272370
GTN,20171110,10.1846,10.2154,9.9077,9.9692,1229150
GTN,20171113,9.9692,10.0307,9.7846,9.7846,1381180
GTN,20171114,9.7846,9.7846,9.4154,9.5385,1442360
GTN,20171115,9.4154,9.7231,9.4154,9.6308,1484220
GTN,20171116,9.6000,9.7846,9.6000,9.7846,1500210
GTN,20171117,9.8154,9.8461,9.6000,9.6308,1729680
GTN,20171120,9.6923,9.7231,9.6308,9.7231,1395300
GTN,20171121,9.6923,9.7846,9.6616,9.6923,1290520
GTN,20171122,9.6615,9.7231,9.5385,9.6000,1222010
GTN,20171123,9.6615,9.6615,9.4769,9.4769,1008440
GTN,20171124,9.5077,9.6615,9.4154,9.6615,1323380
GTN,20171127,9.6615,9.6615,9.5077,9.6000,1067520
GTN,20171128,9.6308,9.6308,9.5077,9.6000,652470
GTN,20171129,9.6308,9.6308,9.4769,9.5385,825760
GTN,20171130,9.5693,9.6000,9.4154,9.5692,737630
GTN,20171201,9.6000,9.6000,9.4154,9.5692,392660
GTN,20171204,9.5692,9.5692,9.3846,9.4769,783830
GTN,20171205,9.4769,9.6615,9.4154,9.6615,1283020
GTN,20171206,9.6615,10.1538,9.6615,9.8154,1604590
GTN,20171207,9.8462,9.9077,9.7231,9.8462,803210
GTN,20171208,9.8770,9.8770,9.6616,9.7846,645120
GTN,20171211,9.7846,9.7846,9.4154,9.4154,777430
GTN,20171212,9.4769,9.6000,9.3231,9.5077,972360
GTN,20171213,9.5077,9.5692,9.4769,9.5385,514600
GTN,20171214,9.5385,9.6000,9.4770,9.5385,549450
GTN,20171215,9.5385,9.5385,9.4462,9.5385,670660
GTN,20171218,9.5385,9.6308,9.4462,9.6000,761510
GTN,20171219,9.6308,9.6308,9.4154,9.5385,461670
GTN,20171220,9.5693,9.5693,9.4154,9.5385,458770
GTN,20171221,9.5385,9.5385,9.4462,9.5385,225720
GTN,20171222,9.5077,9.5385,9.3539,9.4154,404180
GTN,20171225,9.4462,9.4462,9.2923,9.4154,267860
GTN,20171226,9.4154,9.5077,9.2923,9.2923,395200
GTN,20171227,9.3231,9.3846,9.1385,9.2308,608540
GTN,20171228,9.2000,9.4154,9.1385,9.3846,405580
GTN,20171229,9.4154,9.9692,9.3231,9.9692,1125210
GTN,20180102,9.7230,9.8154,9.6000,9.6000,606480
GTN,20180103,9.5692,9.5692,9.3846,9.4154,445110
GTN,20180104,9.4462,9.4769,9.3231,9.4154,444940
GTN,20180105,9.4462,9.4462,9.2923,9.4154,486920
GTN,20180108,9.4154,9.7539,9.4154,9.6615,746030
GTN,20180109,9.6923,9.7230,9.5384,9.6615,599970
GTN,20180110,9.6307,9.6923,9.6000,9.6000,723630
GTN,20180111,9.6000,9.6615,9.3538,9.4462,880090
GTN,20180112,9.3539,9.4462,9.2924,9.3231,608590
GTN,20180115,9.3231,9.3846,9.2308,9.3846,830250
GTN,20180116,9.3846,9.4154,9.2923,9.3231,474440
GTN,20180117,9.3231,9.3846,9.2308,9.3231,405230
GTN,20180118,9.3231,9.3539,9.1693,9.2308,479310
GTN,20180119,9.2616,9.2923,9.2000,9.2615,679300
GTN,20180122,9.2923,9.4153,9.0461,9.1692,580910
GTN,20180125,9.2000,9.3230,9.0461,9.1692,595930
GTN,20180126,9.2000,9.2615,9.0461,9.2615,395910
GTN,20180129,9.2923,9.3230,9.1384,9.2000,450790
GTN,20180130,9.2000,9.2000,8.9538,8.9538,321830
GTN,20180131,8.9230,9.2308,8.5538,9.2308,1195530
GTN,20180201,9.2000,9.2000,8.9846,9.2000,336510
GTN,20180202,9.2000,9.2000,9.0462,9.2000,203220
GTN,20180205,9.1692,9.2000,8.8615,8.9846,282660
GTN,20180206,8.6154,8.6154,8.3692,8.3692,546000
GTN,20180207,8.4307,8.6461,8.4307,8.6154,415060
GTN,20180208,8.6154,8.6154,8.2154,8.2769,202300
GTN,20180209,8.2154,8.2154,7.9384,8.0000,315460
GTN,20180212,8.0000,8.0308,7.9077,7.9692,206400
GTN,20180213,7.9692,8.0307,7.9384,7.9385,135800
GTN,20180221,7.9693,7.9693,7.5077,7.5385,542120
GTN,20180222,7.5385,7.5385,7.1385,7.2308,673940
GTN,20180223,7.2308,7.2616,6.7385,6.7385,1981480
GTN,20180226,6.3385,6.7077,6.2770,6.3385,1243980
GTN,20180227,6.2770,6.6462,6.1539,6.3692,451220
GTN,20180228,6.4615,6.8000,6.3692,6.5231,1310730
GTN,20180301,6.6462,6.6769,6.3077,6.3077,977410
GTN,20180302,6.1539,6.4923,6.1539,6.3077,1380720
GTN,20180305,6.3077,6.3077,6.2154,6.2154,496520
GTN,20180306,6.2154,6.4000,6.1539,6.3385,2538770
GTN,20180307,6.4616,6.7693,6.4000,6.7692,1801520
GTN,20180308,6.8923,7.0769,6.7077,6.9231,1218830
GTN,20180309,7.0154,7.0154,6.8308,6.8923,975460
GTN,20180312,6.7692,6.8615,6.5846,6.6462,565600
GTN,20180313,6.7077,6.9539,6.6462,6.9538,674410
GTN,20180314,7.0769,7.1692,6.9846,7.0462,850440
GTN,20180315,7.0770,7.0770,6.9231,6.9846,526040
GTN,20180316,6.8923,6.9538,6.7077,6.7692,5608440
GTN,20180319,7.0769,7.2307,7.0154,7.1385,1368190
GTN,20180320,7.1385,7.1385,6.9538,6.9538,338930
GTN,20180321,6.9538,6.9538,6.7692,6.8308,854740
GTN,20180322,6.8923,6.9846,6.8308,6.8923,836640
GTN,20180323,6.6461,6.7692,6.4615,6.4615,1080870
GTN,20180326,6.3384,6.7077,6.3384,6.5846,518840
GTN,20180327,6.6461,6.7384,6.5846,6.6154,444080
GTN,20180328,6.5231,6.5539,6.4308,6.4308,405020
GTN,20180329,6.3693,6.6154,6.3385,6.4923,170010
GTN,20180330,6.4615,6.4923,6.4000,6.4308,399430
GTN,20180402,6.4308,6.5539,6.4308,6.4923,396430
GTN,20180403,6.4615,6.7385,6.4615,6.5538,499130
GTN,20180404,6.5538,6.7384,6.5538,6.6769,433720
GTN,20180405,6.6769,7.1385,6.6769,7.1385,1842710
GTN,20180406,7.2308,7.5385,7.2308,7.2923,1849590
GTN,20180409,7.3231,7.3538,7.1077,7.2615,745480
GTN,20180410,7.2307,7.2615,6.9846,7.0154,1102630
GTN,20180411,7.0769,7.2000,6.7692,6.7692,893600
GTN,20180412,6.7692,6.9846,6.7692,6.8308,365650
GTN,20180413,6.8000,7.0154,6.8000,6.8615,533460
GTN,20180416,6.8615,6.8615,6.7384,6.8000,447790
GTN,20180417,6.7692,6.8615,6.7385,6.8000,358470
GTN,20180418,6.7385,6.9846,6.7385,6.8000,467930
GTN,20180419,6.8000,7.0769,6.8000,7.0769,650910
GTN,20180420,7.0769,7.2923,6.9538,7.2000,814860
GTN,20180423,7.2000,7.5692,7.2000,7.3846,1575360
GTN,20180424,7.4154,7.6000,7.1692,7.4769,896220
GTN,20180426,7.4154,7.4769,7.1384,7.3846,616960
GTN,20180427,7.2000,7.4769,7.0769,7.4462,907660
GTN,20180502,7.3231,7.4462,7.0770,7.1692,455280
GTN,20180503,7.0769,7.1692,6.9846,7.1692,706730
GTN,20180504,7.1077,7.2615,7.1077,7.1077,297240
GTN,20180507,7.1385,7.6000,7.1077,7.5692,871330
GTN,20180508,7.6000,7.6000,7.3846,7.3846,840380
GTN,20180509,7.3846,7.4769,7.2923,7.2923,513310
GTN,20180510,7.2615,7.3231,7.0461,7.1077,434280
GTN,20180511,7.0769,7.2615,7.0154,7.0769,187990
GTN,20180514,7.0154,7.2000,6.9538,7.0462,318340
GTN,20180515,7.0462,7.2000,7.0462,7.1077,320440
GTN,20180516,7.1385,7.1385,6.9846,7.0154,458850
GTN,20180517,6.9846,7.1077,6.9539,7.0154,422030
GTN,20180518,6.9846,7.0462,6.8616,6.9231,321460
GTN,20180521,6.8308,6.9539,6.7385,6.7692,362910
GTN,20180522,6.7692,6.7692,6.4615,6.4615,461000
GTN,20180523,6.4615,6.6461,6.4307,6.6154,243170
GTN,20180524,6.6769,6.8000,6.3077,6.3692,735930
GTN,20180525,6.3384,6.4923,6.1538,6.2154,612970
GTN,20180528,6.1539,6.2154,5.7846,5.7846,575810
GTN,20180529,5.7231,6.0308,5.7231,5.9692,762560
GTN,20180530,5.9692,5.9692,5.5569,5.5569,649610
GTN,20180531,5.4769,5.7231,5.4769,5.7108,312120
GTN,20180601,5.6000,5.8770,5.6000,5.7723,212000
GTN,20180604,5.7723,6.1415,5.7354,5.9877,400570
GTN,20180605,6.0308,6.0739,5.9939,6.0677,502380
GTN,20180606,6.0677,6.4923,5.9692,6.4923,895880
GTN,20180607,6.5231,6.7385,6.4308,6.4923,444370
GTN,20180608,6.4615,6.4615,6.2154,6.2769,218090
GTN,20180611,6.2154,6.4308,6.1538,6.4308,238190
GTN,20180612,6.4000,6.4000,6.0738,6.0738,687030
GTN,20180613,6.0738,6.0923,5.8461,5.9692,479390
GTN,20180614,5.8584,6.0738,5.8154,5.8462,370100
GTN,20180615,5.9077,6.0124,5.8462,5.9508,119640
GTN,20180618,5.9508,5.9693,5.7846,5.7846,152380
GTN,20180619,5.7231,5.7846,5.6000,5.6185,211850
GTN,20180620,5.6185,5.6923,5.5508,5.6000,245820
GTN,20180621,5.6000,5.6615,5.5754,5.6615,91140
GTN,20180622,5.7230,5.7846,5.5692,5.7846,129490
GTN,20180625,5.7846,5.8400,5.7231,5.7415,217390
GTN,20180626,5.7230,5.7231,5.6000,5.7231,22370
GTN,20180627,5.7231,5.7539,5.5877,5.6862,72430
GTN,20180628,5.6000,5.6616,5.4831,5.4954,146730
GTN,20180629,5.5385,5.6554,5.5077,5.6000,132970
GTN,20180702,5.6000,5.6000,5.4154,5.4338,190030
GTN,20180703,5.4338,5.5323,5.0584,5.2923,453930
GTN,20180704,5.1138,5.3169,5.1138,5.2923,156680
GTN,20180705,5.2923,5.2985,5.1077,5.2185,281460
GTN,20180706,5.1385,5.5385,5.1077,5.4646,245670
GTN,20180709,5.2369,5.5138,5.1938,5.4646,197500
GTN,20180710,5.1938,5.4769,5.1692,5.3538,99410
GTN,20180711,5.1692,5.2307,5.1200,5.1754,206440
GTN,20180712,5.1877,5.2923,5.0523,5.2000,211850
GTN,20180713,5.1754,5.2554,5.1446,5.2000,234660
GTN,20180716,5.2308,5.3046,5.2000,5.2923,265940
GTN,20180717,5.3046,5.6615,5.2985,5.6615,815780
GTN,20180718,5.8953,6.0554,5.7846,6.0554,696370
GTN,20180719,6.4308,6.4616,5.6369,5.6369,12247500
GTN,20180720,6.0307,6.0308,5.9692,6.0308,3654850
GTN,20180723,6.2462,6.4308,6.2462,6.4308,1894910
GTN,20180724,6.6462,6.8616,6.6462,6.8615,3367350
GTN,20180725,7.2000,7.3231,7.1077,7.3231,3765010
GTN,20180726,7.5077,7.5077,6.8308,6.8308,3455560
GTN,20180727,6.7693,7.0770,6.5846,6.8923,1914190
GTN,20180730,6.8923,7.2615,6.7692,6.9846,2670580
GTN,20180731,6.9538,7.2308,6.8923,7.0154,2457180
GTN,20180801,6.9846,7.0462,6.7385,6.8615,1780060
GTN,20180802,6.8307,6.8923,6.7077,6.8308,1135190
GTN,20180803,6.7693,7.2923,6.7693,7.2923,4943220
GTN,20180806,7.3846,7.7846,7.3538,7.7846,10429610
GTN,20180807,7.8769,8.2461,7.7846,7.9077,3240580
GTN,20180808,7.6923,7.7846,7.3846,7.3846,4034750
GTN,20180809,7.0154,7.2615,6.9231,7.0769,4566790
GTN,20180810,6.9846,7.3538,6.9538,7.3231,2788230
GTN,20180813,7.2000,7.4769,7.1385,7.1385,2284120
GTN,20180814,7.0770,7.1693,6.9847,7.0462,1828950
GTN,20180815,6.9539,7.0154,6.5538,6.5538,6706040
GTN,20180816,6.4615,6.6153,6.2153,6.4923,3289850
GTN,20180817,6.4923,6.7692,6.3692,6.6769,2643830
GTN,20180820,6.6769,6.8615,6.6154,6.7692,2806240
GTN,20180821,6.7077,7.1077,6.6769,7.0462,5661980
GTN,20180822,6.9847,7.2616,6.9847,7.0769,5161960
GTN,20180823,7.0154,7.1384,6.8615,6.8923,2293080
GTN,20180824,6.7692,6.8923,6.7077,6.8000,2188850
GTN,20180827,6.7692,7.0154,6.7077,7.0154,2889930
GTN,20180828,7.0154,7.2616,6.9846,6.9846,1805650
GTN,20180829,6.8923,6.9846,6.7692,6.8308,1337200
GTN,20180830,6.8000,6.8923,6.6770,6.8923,1739560
GTN,20180831,6.9538,6.9538,6.6461,6.6462,2007610
GTN,20180904,6.5231,6.6770,6.4000,6.4308,2204370
GTN,20180905,6.4308,6.5539,6.3077,6.3692,1614090
GTN,20180906,6.3692,6.5538,6.2769,6.4308,1581560
GTN,20180907,6.3385,6.7385,6.3385,6.6154,1471820
GTN,20180910,6.5846,6.6462,6.4923,6.5231,896260
GTN,20180911,6.4000,6.7693,6.4000,6.6462,2696640
GTN,20180912,6.6462,6.7385,6.5231,6.5231,1267770
GTN,20180913,6.5539,6.6769,6.4616,6.5846,1084310
GTN,20180914,6.5538,6.6154,6.4000,6.4615,1624530
GTN,20180917,6.4615,6.5230,6.3692,6.4000,572040
GTN,20180918,6.4000,6.4615,6.3077,6.4615,1199050
GTN,20180919,6.4615,6.6153,6.4615,6.5231,1482500
GTN,20180920,6.5231,6.5231,6.4308,6.4923,627380
GTN,20180921,6.4923,6.7077,6.4615,6.7077,3887020
GTN,20180924,6.7077,6.9539,6.6462,6.9231,4018040
GTN,20180925,6.9231,7.0769,6.8308,6.8923,3260680
GTN,20180926,6.9231,6.9846,6.8308,6.8615,1109410
GTN,20180927,6.8615,7.1384,6.8307,7.0769,3089850
GTN,20180928,7.2615,7.5384,7.2000,7.5077,4927360
