<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
RAL,20130717,24.1604,24.6200,24.0948,24.6200,8200,36.8000,37.5000,36.7000,37.5000,0,0,0
RAL,20130716,24.2918,24.6200,24.2261,24.6200,21000,37.0000,37.5000,36.9000,37.5000,0,0,0
RAL,20130715,24.3574,24.6200,23.8321,23.8322,2280,37.1000,37.5000,36.3000,36.3000,0,0,680
RAL,20130712,23.8978,24.6199,23.8978,24.2917,980,36.4000,37.5000,36.4000,37.0000,0,0,300
RAL,20130711,24.6857,24.6857,24.6857,24.6856,20,37.6000,37.6000,37.6000,37.6000,0,0,0
RAL,20130710,24.6200,24.6200,23.9635,24.6200,330,37.5000,37.5000,36.5000,37.5000,0,0,0
RAL,20130709,24.2917,24.7513,23.6352,24.7513,9820,37.0000,37.7000,36.0000,37.7000,0,0,20
RAL,20130708,23.7665,24.8826,23.7665,24.8826,1010,36.2000,37.9000,36.2000,37.9000,0,0,0
RAL,20130704,23.7008,24.9482,23.7008,24.9483,4270,36.1000,38.0000,36.1000,38.0000,0,0,0
RAL,20130703,24.9483,25.0139,24.9483,25.0139,3220,38.0000,38.1000,38.0000,38.1000,0,0,0
RAL,20130702,25.0796,25.0796,25.0796,25.0796,20,38.2000,38.2000,38.2000,38.2000,0,0,0
RAL,20130701,23.5696,25.0796,23.5696,24.9483,1600,35.9000,38.2000,35.9000,38.0000,0,0,0
RAL,20130628,25.1452,25.1452,25.0795,25.0796,3540,38.3000,38.3000,38.2000,38.2000,0,0,0
RAL,20130627,24.3574,24.6200,23.6352,24.5543,3930,37.1000,37.5000,36.0000,37.4000,0,1000,0
RAL,20130626,24.1604,24.2917,23.6352,24.1604,8150,36.8000,37.0000,36.0000,36.8000,0,0,0
RAL,20130625,23.6352,24.1604,23.2412,24.1604,5010,36.0000,36.8000,35.4000,36.8000,0,0,0
RAL,20130624,23.6352,24.2917,23.1756,24.2917,3450,36.0000,37.0000,35.3000,37.0000,0,0,0
RAL,20130621,23.6352,24.2917,22.9786,24.2917,28540,36.0000,37.0000,35.0000,37.0000,0,0,0
RAL,20130620,23.3725,24.2917,23.3725,24.2917,7130,35.6000,37.0000,35.6000,37.0000,0,0,2000
RAL,20130619,24.6856,24.6856,24.6856,24.6856,20,37.6000,37.6000,37.6000,37.6000,0,0,0
RAL,20130618,23.5695,25.0139,23.5695,24.0291,3760,35.9000,38.1000,35.9000,36.6000,0,0,210
RAL,20130617,25.6048,25.6048,24.4230,24.6856,14190,39.0000,39.0000,37.2000,37.6000,0,0,40
RAL,20130614,27.5743,27.5743,25.9987,26.2613,2160,42.0000,42.0000,39.6000,40.0000,0,0,0
RAL,20130613,25.2766,26.6553,25.2766,26.6552,61850,38.5000,40.6000,38.5000,40.6000,0,26800,4000
RAL,20130612,23.4383,24.9483,23.4383,24.9483,62550,35.7000,38.0000,35.7000,38.0000,0,30000,1000
RAL,20130611,22.9787,23.3726,22.7817,23.3726,16150,35.0000,35.6000,34.7000,35.6000,0,0,0
RAL,20130610,22.4534,23.5695,22.4534,22.6504,530,34.2000,35.9000,34.2000,34.5000,0,0,0
RAL,20130607,22.3878,22.5191,22.3221,22.4534,16330,34.1000,34.3000,34.0000,34.2000,0,0,14810
RAL,20130606,22.9786,22.9786,22.5191,22.5191,130,35.0000,35.0000,34.3000,34.3000,0,0,0
RAL,20130605,22.6504,23.3069,22.6504,23.3069,16310,34.5000,35.5000,34.5000,35.5000,0,0,5300
RAL,20130604,22.6504,23.3070,22.6504,22.6504,12260,34.5000,35.5000,34.5000,34.5000,0,0,0
RAL,20130603,23.2412,23.3069,22.9786,22.9787,40040,35.4000,35.5000,35.0000,35.0000,0,0,40040
RAL,20130531,23.7009,23.7009,23.4382,23.4382,16760,36.1000,36.1000,35.7000,35.7000,0,0,6300
RAL,20130530,23.7009,24.0291,23.1756,23.6352,5130,36.1000,36.6000,35.3000,36.0000,0,0,0
RAL,20130529,24.1605,24.2261,23.5039,23.5039,22390,36.8000,36.9000,35.8000,35.8000,0,0,0
RAL,20130528,24.2917,24.2917,22.9786,23.9635,5920,37.0000,37.0000,35.0000,36.5000,0,0,0
RAL,20130527,23.1757,24.2918,23.1100,24.2917,5920,35.3000,37.0000,35.2000,37.0000,0,0,0
RAL,20130524,23.9635,23.9635,23.9635,23.9635,2000,36.5000,36.5000,36.5000,36.5000,0,0,0
RAL,20130523,25.2765,25.2765,23.6352,23.6352,7510,38.5000,38.5000,36.0000,36.0000,0,880,0
RAL,20130522,23.0444,24.1605,23.0444,23.6352,4540,35.1000,36.8000,35.1000,36.0000,0,0,0
RAL,20130521,23.9635,23.9635,23.9635,23.9635,10,36.5000,36.5000,36.5000,36.5000,0,0,0
RAL,20130520,23.1756,23.9634,23.1756,23.3726,2490,35.3000,36.5000,35.3000,35.6000,0,2120,0
RAL,20130517,23.1757,23.1757,23.1757,23.1756,1510,35.3000,35.3000,35.3000,35.3000,0,0,0
RAL,20130516,23.9635,23.9635,23.9635,23.9635,40,36.5000,36.5000,36.5000,36.5000,0,0,0
RAL,20130515,22.9786,23.9634,22.9786,23.9635,5560,35.0000,36.5000,35.0000,36.5000,0,0,0
RAL,20130514,23.3069,23.3069,23.3069,23.3069,6720,35.5000,35.5000,35.5000,35.5000,0,0,0
RAL,20130513,23.6352,24.1605,23.6352,24.1604,30,36.0000,36.8000,36.0000,36.8000,0,0,0
RAL,20130510,23.0444,23.9635,23.0444,23.9635,20740,35.1000,36.5000,35.1000,36.5000,0,0,0
RAL,20130509,23.6352,24.5543,23.6352,23.9635,14070,36.0000,37.4000,36.0000,36.5000,0,380,0
RAL,20130508,23.5039,23.6352,23.1757,23.6352,18400,35.8000,36.0000,35.3000,36.0000,0,50,0
RAL,20130507,23.6352,23.8322,23.1100,23.1100,10390,36.0000,36.3000,35.2000,35.2000,0,0,20
RAL,20130506,23.6352,24.8826,23.6352,24.8170,2740,36.0000,37.9000,36.0000,37.8000,0,0,0
RAL,20130503,22.4534,24.2917,22.4534,24.2917,2640,34.2000,37.0000,34.2000,37.0000,0,0,10
RAL,20130502,23.6352,23.8322,23.3726,23.5039,4520,36.0000,36.3000,35.6000,35.8000,0,250,1750
RAL,20130426,24.8170,24.8170,23.6352,24.0948,11080,37.8000,37.8000,36.0000,36.7000,0,0,3170
RAL,20130425,24.6200,24.8169,24.2917,24.8170,1600,37.5000,37.8000,37.0000,37.8000,0,0,0
RAL,20130424,24.2918,25.0139,24.2918,25.0139,510,37.0000,38.1000,37.0000,38.1000,0,0,0
RAL,20130423,25.0795,25.0795,25.0795,25.0796,360,38.2000,38.2000,38.2000,38.2000,0,0,0
RAL,20130422,23.7008,24.2917,22.5847,24.2917,2600,36.1000,37.0000,34.4000,37.0000,0,1590,0
RAL,20130418,24.2917,24.2917,23.6352,23.7008,5610,37.0000,37.0000,36.0000,36.1000,0,0,0
RAL,20130417,24.2917,24.6200,24.2917,24.4887,4510,37.0000,37.5000,37.0000,37.3000,0,0,2000
RAL,20130416,24.5543,24.6200,23.5039,24.1604,3150,37.4000,37.5000,35.8000,36.8000,0,10,0
RAL,20130415,24.9483,25.2109,23.6352,23.6352,8690,38.0000,38.4000,36.0000,36.0000,0,0,10
RAL,20130412,24.9482,24.9482,24.7513,24.9483,3370,38.0000,38.0000,37.7000,38.0000,0,0,0
RAL,20130411,24.9482,25.5391,24.9482,25.1452,1050,38.0000,38.9000,38.0000,38.3000,0,0,0
RAL,20130410,25.8674,25.8674,25.2765,25.2765,7450,39.4000,39.4000,38.5000,38.5000,0,0,0
RAL,20130409,24.9483,25.3422,24.3574,25.2765,2480,38.0000,38.6000,37.1000,38.5000,0,50,0
RAL,20130408,24.9483,25.9331,24.9483,25.6048,7700,38.0000,39.5000,38.0000,39.0000,0,0,0
RAL,20130405,24.0948,24.9483,24.0291,24.9483,14270,36.7000,38.0000,36.6000,38.0000,0,0,0
RAL,20130404,23.8321,24.2261,23.6352,24.2261,8910,36.3000,36.9000,36.0000,36.9000,0,0,8000
RAL,20130403,24.3579,24.7519,24.0297,24.0291,5090,37.1000,37.7000,36.6000,36.6000,0,0,0
RAL,20130402,23.9818,24.4236,23.7925,24.4236,3300,38.0000,38.7000,37.7000,38.7000,0,0,0
RAL,20130401,23.3507,23.9818,22.8458,23.9818,6850,37.0000,38.0000,36.2000,38.0000,0,1130,20
RAL,20130329,23.3507,24.6129,23.1614,23.4138,14810,37.0000,39.0000,36.7000,37.1000,0,1000,1600
RAL,20130328,24.6760,24.6760,23.6662,24.6129,5330,39.1000,39.1000,37.5000,39.0000,0,0,10
RAL,20130327,24.9285,24.9285,23.6663,23.6662,16140,39.5000,39.5000,37.5000,37.5000,0,0,100
RAL,20130326,23.3507,24.6129,23.3507,24.6129,40110,37.0000,39.0000,37.0000,39.0000,0,20000,170
RAL,20130325,23.9818,24.6129,22.9089,23.3507,20210,38.0000,39.0000,36.3000,37.0000,0,0,530
RAL,20130322,25.8751,25.8751,24.6129,24.6129,14600,41.0000,41.0000,39.0000,39.0000,0,0,1000
RAL,20130321,26.1275,26.5062,26.1275,26.4431,37480,41.4000,42.0000,41.4000,41.9000,0,15270,5100
RAL,20130320,26.2537,26.5062,24.3604,26.1275,46270,41.6000,42.0000,38.6000,41.4000,0,29760,0
RAL,20130319,25.3071,26.5062,25.3071,26.1275,18100,40.1000,42.0000,40.1000,41.4000,0,15080,5000
RAL,20130318,25.6227,27.3898,25.1809,25.3071,52120,40.6000,43.4000,39.9000,40.1000,0,42620,5000
RAL,20130315,24.2342,25.6227,24.2342,25.6227,92390,38.4000,40.6000,38.4000,40.6000,0,49440,0
RAL,20130314,23.3507,24.0449,23.3507,23.9818,81450,37.0000,38.1000,37.0000,38.0000,29030,100620,180
RAL,20130313,23.9186,24.1080,22.7196,23.5400,38180,37.9000,38.2000,36.0000,37.3000,21120,49850,1000
RAL,20130312,22.0885,23.2244,22.0885,23.0351,57420,35.0000,36.8000,35.0000,36.5000,21590,51840,610
RAL,20130311,20.5107,21.7729,20.5107,21.7098,190640,32.5000,34.5000,32.5000,34.4000,20490,82540,1000
RAL,20130308,19.1854,20.5107,19.1854,20.3845,59250,30.4000,32.5000,30.4000,32.3000,0,0,200
RAL,20130307,18.9330,19.2486,18.6175,19.1854,24560,30.0000,30.5000,29.5000,30.4000,0,660,0
RAL,20130306,18.8699,18.8699,18.8699,18.8699,2000,29.9000,29.9000,29.9000,29.9000,0,0,0
RAL,20130305,18.7437,18.7437,18.1126,18.1126,29520,29.7000,29.7000,28.7000,28.7000,0,0,10000
RAL,20130304,18.3650,18.6174,18.1126,18.1126,9030,29.1000,29.5000,28.7000,28.7000,0,0,0
RAL,20130301,18.2388,18.3650,18.2388,18.3650,15310,28.9000,29.1000,28.9000,29.1000,32780,42980,0
RAL,20130228,17.9863,18.3019,17.8601,18.2388,3090,28.5000,29.0000,28.3000,28.9000,0,0,0
RAL,20130227,17.6077,17.7339,17.4184,17.7339,5920,27.9000,28.1000,27.6000,28.1000,0,0,0
RAL,20130226,17.9863,17.9863,17.6077,17.6077,42480,28.5000,28.5000,27.9000,27.9000,0,0,0
RAL,20130225,18.7437,18.7437,17.6708,18.5543,3350,29.7000,29.7000,28.0000,29.4000,0,0,0
RAL,20130222,18.1757,19.1224,17.4815,17.6708,25490,28.8000,30.3000,27.7000,28.0000,0,0,0
RAL,20130221,19.0592,19.3117,18.1757,18.1757,57110,30.2000,30.6000,28.8000,28.8000,0,0,0
RAL,20130220,19.5010,19.5641,18.9330,19.5010,29180,30.9000,31.0000,30.0000,30.9000,0,0,0
RAL,20130219,19.5641,19.7534,18.5543,19.5010,46190,31.0000,31.3000,29.4000,30.9000,0,0,5000
RAL,20130218,17.6708,18.8699,17.6708,18.4912,50620,28.0000,29.9000,28.0000,29.3000,0,0,0
RAL,20130208,17.6077,17.6708,17.6077,17.6708,11440,27.9000,28.0000,27.9000,28.0000,0,0,0
RAL,20130207,17.5446,17.5446,17.4815,17.5446,4800,27.8000,27.8000,27.7000,27.8000,0,0,0
RAL,20130206,17.1659,17.4183,17.1659,17.4184,9120,27.2000,27.6000,27.2000,27.6000,0,0,0
RAL,20130205,17.3552,17.4814,17.1659,17.3552,8730,27.5000,27.7000,27.2000,27.5000,0,100,0
RAL,20130204,17.2290,17.5446,17.1659,17.3552,9140,27.3000,27.8000,27.2000,27.5000,0,20,0
RAL,20130201,16.7873,16.9766,16.7873,16.9766,8900,26.6000,26.9000,26.6000,26.9000,0,0,0
RAL,20130131,17.2921,17.3553,17.0397,17.0397,43870,27.4000,27.5000,27.0000,27.0000,0,0,0
RAL,20130130,17.6708,17.6708,17.2921,17.6077,20910,28.0000,28.0000,27.4000,27.9000,0,0,0
RAL,20130129,17.3552,17.7970,17.3552,17.6708,30970,27.5000,28.2000,27.5000,28.0000,0,3000,0
RAL,20130128,16.7241,17.7970,16.7241,17.3552,108070,26.5000,28.2000,26.5000,27.5000,0,9000,0
RAL,20130125,16.7241,16.9765,16.7241,16.7241,43740,26.5000,26.9000,26.5000,26.5000,0,3000,0
RAL,20130124,16.5979,16.7241,16.4086,16.7241,530,26.3000,26.5000,26.0000,26.5000,0,0,500
RAL,20130123,16.5979,16.6610,16.5979,16.5979,13500,26.3000,26.4000,26.3000,26.3000,0,0,0
RAL,20130122,17.2290,17.2290,16.5979,16.5979,57590,27.3000,27.3000,26.3000,26.3000,0,0,28780
RAL,20130121,16.6610,16.6610,16.6610,16.6610,100,26.4000,26.4000,26.4000,26.4000,0,100,0
RAL,20130118,16.4086,16.4086,16.2824,16.4086,4030,26.0000,26.0000,25.8000,26.0000,0,100,0
RAL,20130117,16.5348,16.5348,16.4086,16.4717,4120,26.2000,26.2000,26.0000,26.1000,0,0,0
RAL,20130116,16.5348,16.7242,16.4717,16.5348,24440,26.2000,26.5000,26.1000,26.2000,0,0,0
RAL,20130115,16.2824,16.2824,16.2824,16.2824,5540,25.8000,25.8000,25.8000,25.8000,0,0,0
RAL,20130114,16.6610,16.6610,16.2823,16.2824,17990,26.4000,26.4000,25.8000,25.8000,0,0,0
RAL,20130111,16.8504,16.8504,16.4717,16.6610,6230,26.7000,26.7000,26.1000,26.4000,0,0,0
RAL,20130110,16.7242,16.7242,16.4086,16.4717,1410,26.5000,26.5000,26.0000,26.1000,0,0,0
RAL,20130109,16.2824,16.7242,16.2824,16.3455,17440,25.8000,26.5000,25.8000,25.9000,0,0,0
RAL,20130108,16.7872,16.8503,16.2192,16.2193,25270,26.6000,26.7000,25.7000,25.7000,0,0,0
RAL,20130107,16.5980,17.3553,16.5980,16.7241,23940,26.3000,27.5000,26.3000,26.5000,0,430,11830
RAL,20130104,16.9135,17.0397,16.4086,16.8504,38630,26.8000,27.0000,26.0000,26.7000,0,1570,0
RAL,20130103,16.7241,17.2921,16.7241,16.8504,16460,26.5000,27.4000,26.5000,26.7000,0,0,0
RAL,20130102,16.0930,16.7241,16.0299,16.7241,58810,25.5000,26.5000,25.4000,26.5000,0,13830,0
RAL,20121228,15.9669,15.9669,15.7775,15.9668,2820,25.3000,25.3000,25.0000,25.3000,0,300,0
RAL,20121227,15.7775,15.7775,15.5251,15.5251,21390,25.0000,25.0000,24.6000,24.6000,0,0,0
RAL,20121226,15.7775,15.8406,15.5881,15.7775,12010,25.0000,25.1000,24.7000,25.0000,0,0,0
RAL,20121224,16.0931,16.0931,16.0931,16.0930,250,25.5000,25.5000,25.5000,25.5000,0,250,0
RAL,20121221,16.5348,16.5348,15.6513,15.6513,9000,26.2000,26.2000,24.8000,24.8000,0,150,0
RAL,20121220,15.7775,15.9037,15.4619,15.9037,14040,25.0000,25.2000,24.5000,25.2000,0,2000,0
RAL,20121219,15.3357,15.3357,15.3357,15.3357,3330,24.3000,24.3000,24.3000,24.3000,0,2330,0
RAL,20121218,15.7775,15.7775,15.2726,15.2726,4940,25.0000,25.0000,24.2000,24.2000,0,2070,0
RAL,20121217,15.4619,15.9037,15.4619,15.9037,3200,24.5000,25.2000,24.5000,25.2000,0,1200,0
RAL,20121214,15.4620,15.9669,15.1464,15.9668,5110,24.5000,25.3000,24.0000,25.3000,0,0,4990
RAL,20121213,15.4619,15.6512,15.4619,15.6513,5200,24.5000,24.8000,24.5000,24.8000,0,200,150
RAL,20121212,15.7775,15.7775,15.4619,15.4619,4900,25.0000,25.0000,24.5000,24.5000,0,0,4900
RAL,20121210,15.6513,15.7775,15.6513,15.7775,1500,24.8000,25.0000,24.8000,25.0000,0,0,1360
RAL,20121207,16.0930,16.0930,15.6512,15.7775,4490,25.5000,25.5000,24.8000,25.0000,0,2000,0
RAL,20121206,15.9037,16.0930,15.9037,16.0930,8530,25.2000,25.5000,25.2000,25.5000,0,7500,500
RAL,20121205,15.7775,15.9668,15.7775,15.9037,25170,25.0000,25.3000,25.0000,25.2000,0,12000,0
RAL,20121204,15.7144,15.7775,15.7144,15.7775,10600,24.9000,25.0000,24.9000,25.0000,0,0,0
RAL,20121203,15.0833,15.1464,15.0833,15.1464,3920,23.9000,24.0000,23.9000,24.0000,0,0,0
RAL,20121130,14.5784,15.1464,14.5153,15.1464,310,23.1000,24.0000,23.0000,24.0000,0,0,0
RAL,20121128,14.5153,15.1464,14.5153,15.1464,300,23.0000,24.0000,23.0000,24.0000,0,0,0
RAL,20121127,15.1463,15.1463,15.1463,15.1464,10,24.0000,24.0000,24.0000,24.0000,0,0,0
RAL,20121126,14.8308,14.8308,14.8308,14.8308,1020,23.5000,23.5000,23.5000,23.5000,0,0,0
RAL,20121123,14.8308,15.3988,14.8308,15.3988,830,23.5000,24.4000,23.5000,24.4000,0,0,0
RAL,20121122,15.3988,15.3988,15.3988,15.3988,60,24.4000,24.4000,24.4000,24.4000,0,0,0
RAL,20121121,15.4619,15.4619,15.4619,15.4619,5000,24.5000,24.5000,24.5000,24.5000,0,5000,0
RAL,20121120,15.7775,15.7775,14.8308,14.8308,20,25.0000,25.0000,23.5000,23.5000,0,0,0
RAL,20121119,15.1464,15.1464,15.1464,15.1464,120,24.0000,24.0000,24.0000,24.0000,0,0,0
RAL,20121116,15.1464,15.2095,15.1464,15.1464,1700,24.0000,24.1000,24.0000,24.0000,0,0,0
RAL,20121114,14.8939,15.3357,14.8939,15.3357,20,23.6000,24.3000,23.6000,24.3000,0,0,0
RAL,20121113,14.8308,15.3357,14.8308,14.8308,9020,23.5000,24.3000,23.5000,23.5000,0,0,0
RAL,20121112,14.6415,14.6415,14.6415,14.6415,2000,23.2000,23.2000,23.2000,23.2000,0,0,0
RAL,20121109,15.0833,15.0833,15.0833,15.0833,10,23.9000,23.9000,23.9000,23.9000,0,0,0
RAL,20121108,14.8308,15.1463,14.8308,15.1464,1970,23.5000,24.0000,23.5000,24.0000,0,0,0
RAL,20121107,14.8309,15.3989,14.8309,14.8308,8080,23.5000,24.4000,23.5000,23.5000,0,4000,0
RAL,20121106,13.6318,14.9571,13.6318,14.9571,20,21.6000,23.7000,21.6000,23.7000,0,0,0
RAL,20121105,14.7046,15.1464,14.1997,14.2629,13100,23.3000,24.0000,22.5000,22.6000,0,0,0
RAL,20121102,14.7046,16.2192,14.7046,14.7046,10060,23.3000,25.7000,23.3000,23.3000,0,0,10000
RAL,20121101,15.4619,15.4619,15.4619,15.4619,100,24.5000,24.5000,24.5000,24.5000,0,0,0
RAL,20121031,15.1463,15.1463,15.1463,15.1464,920,24.0000,24.0000,24.0000,24.0000,0,0,0
RAL,20121030,14.3891,14.8308,14.3891,14.8308,1120,22.8000,23.5000,22.8000,23.5000,0,0,0
RAL,20121029,14.4522,14.8309,14.4522,14.5784,1200,22.9000,23.5000,22.9000,23.1000,0,0,0
RAL,20121026,15.0202,15.0202,15.0202,15.0202,2700,23.8000,23.8000,23.8000,23.8000,0,0,0
RAL,20121025,16.5979,16.5979,15.1464,15.7775,5020,26.3000,26.3000,24.0000,25.0000,0,0,0
RAL,20121024,16.7241,16.7241,15.9037,15.9037,2730,26.5000,26.5000,25.2000,25.2000,0,0,0
RAL,20121022,16.2193,16.7242,16.2193,16.7241,1170,25.7000,26.5000,25.7000,26.5000,0,0,0
RAL,20121019,16.1562,16.2193,16.1562,16.2193,220,25.6000,25.7000,25.6000,25.7000,0,0,0
RAL,20121018,16.0930,16.8503,16.0930,16.2193,250,25.5000,26.7000,25.5000,25.7000,0,0,0
RAL,20121017,16.0930,16.0930,16.0930,16.0930,2740,25.5000,25.5000,25.5000,25.5000,0,0,0
RAL,20121016,15.7775,16.0931,15.5882,16.0930,23500,25.0000,25.5000,24.7000,25.5000,0,0,0
RAL,20121015,16.0931,16.4086,16.0931,16.4086,4610,25.5000,26.0000,25.5000,26.0000,0,0,0
RAL,20121012,15.5251,15.7775,15.3358,15.7775,3510,24.6000,25.0000,24.3000,25.0000,0,0,0
RAL,20121011,15.1463,15.5250,14.9570,15.5251,3170,24.0000,24.6000,23.7000,24.6000,0,0,0
RAL,20121010,14.8308,14.8308,14.8308,14.8308,500,23.5000,23.5000,23.5000,23.5000,0,0,0
RAL,20121009,15.0202,15.0202,14.8308,14.8308,15400,23.8000,23.8000,23.5000,23.5000,0,0,0
RAL,20121008,15.1464,15.1464,15.1464,15.1464,300,24.0000,24.0000,24.0000,24.0000,0,0,0
RAL,20121005,14.8940,15.5251,14.8940,15.5251,3020,23.6000,24.6000,23.6000,24.6000,0,0,0
RAL,20121004,15.1464,15.1464,14.8940,14.8940,6490,24.0000,24.0000,23.6000,23.6000,0,0,0
RAL,20121003,15.6513,15.6513,15.6513,15.6513,10,24.8000,24.8000,24.8000,24.8000,0,0,0
RAL,20121002,15.7775,15.7775,15.7775,15.7775,510,25.0000,25.0000,25.0000,25.0000,0,0,0
RAL,20121001,16.0930,16.0930,15.7775,15.7775,4890,25.5000,25.5000,25.0000,25.0000,0,0,0
RAL,20120928,15.2095,15.9037,15.2095,15.9037,740,24.1000,25.2000,24.1000,25.2000,0,0,0
RAL,20120927,15.9669,15.9669,15.9669,15.9668,10,25.3000,25.3000,25.3000,25.3000,0,0,0
RAL,20120926,15.8406,15.8406,15.0202,15.5882,8610,25.1000,25.1000,23.8000,24.7000,0,0,0
RAL,20120925,16.9766,16.9766,15.7775,15.7775,200,26.9000,26.9000,25.0000,25.0000,0,0,30
RAL,20120924,16.2193,16.2193,16.2193,16.2193,400,25.7000,25.7000,25.7000,25.7000,0,0,0
RAL,20120921,17.0397,17.0397,17.0397,17.0397,700,27.0000,27.0000,27.0000,27.0000,0,0,0
RAL,20120920,15.9668,16.3455,15.9668,16.3455,560,25.3000,25.9000,25.3000,25.9000,0,0,0
RAL,20120919,15.1464,16.4086,15.0833,16.4086,5420,24.0000,26.0000,23.9000,26.0000,0,0,0
RAL,20120918,15.0202,15.7144,15.0202,15.7144,1020,23.8000,24.9000,23.8000,24.9000,0,0,0
RAL,20120917,14.8940,15.5251,14.8940,15.5251,7500,23.6000,24.6000,23.6000,24.6000,0,2400,0
RAL,20120914,15.5251,16.2193,15.5251,15.5251,15250,24.6000,25.7000,24.6000,24.6000,0,0,0
RAL,20120913,16.0931,16.2193,16.0931,16.2193,20,25.5000,25.7000,25.5000,25.7000,0,0,0
RAL,20120912,16.4086,16.7873,16.4086,16.7873,410,26.0000,26.6000,26.0000,26.6000,0,0,0
RAL,20120911,16.5348,16.7872,16.5348,16.7873,1110,26.2000,26.6000,26.2000,26.6000,0,0,0
RAL,20120910,17.7970,17.7970,16.7241,17.3552,1660,28.2000,28.2000,26.5000,27.5000,0,0,0
RAL,20120907,17.6708,17.6708,17.1659,17.1659,8050,28.0000,28.0000,27.2000,27.2000,0,0,0
RAL,20120906,17.9863,17.9863,17.9863,17.9863,140,28.5000,28.5000,28.5000,28.5000,0,0,0
RAL,20120905,16.7242,17.9864,16.7242,17.9863,1020,26.5000,28.5000,26.5000,28.5000,0,0,0
RAL,20120904,17.5446,17.5446,17.4184,17.4184,2000,27.8000,27.8000,27.6000,27.6000,0,0,0
RAL,20120831,17.3553,18.3019,17.3553,18.3019,3700,27.5000,29.0000,27.5000,29.0000,0,0,0
RAL,20120830,17.3552,18.2387,17.3552,18.2388,170,27.5000,28.9000,27.5000,28.9000,0,0,0
RAL,20120829,17.9232,17.9232,17.9232,17.9232,1000,28.4000,28.4000,28.4000,28.4000,0,0,0
RAL,20120828,17.3552,17.9232,17.3552,17.9232,230,27.5000,28.4000,27.5000,28.4000,0,0,0
RAL,20120827,17.8601,17.9232,17.1028,17.8601,5370,28.3000,28.4000,27.1000,28.3000,0,0,0
RAL,20120824,17.1030,17.1030,17.0399,17.1028,3740,27.1000,27.1000,27.0000,27.1000,0,0,0
RAL,20120823,16.4650,16.4650,16.3457,16.3457,11110,27.6000,27.6000,27.4000,27.4000,0,0,0
RAL,20120822,17.8968,17.8968,17.1809,17.1809,1850,30.0000,30.0000,28.8000,28.8000,0,0,0
RAL,20120821,17.8968,17.8968,17.0020,17.8968,630,30.0000,30.0000,28.5000,30.0000,0,270,0
RAL,20120820,18.4933,18.4933,17.8967,17.8968,10830,31.0000,31.0000,30.0000,30.0000,0,0,0
RAL,20120817,18.3740,18.4933,18.3143,18.4933,3260,30.8000,31.0000,30.7000,31.0000,0,0,0
RAL,20120816,18.3740,18.3740,18.3740,18.3740,1160,30.8000,30.8000,30.8000,30.8000,0,0,0
RAL,20120815,18.3740,18.3740,18.3740,18.3740,10,30.8000,30.8000,30.8000,30.8000,0,0,0
RAL,20120814,17.5388,18.3143,17.5388,17.7178,3540,29.4000,30.7000,29.4000,29.7000,0,0,0
RAL,20120813,17.5985,17.5985,17.5389,17.5388,970,29.5000,29.5000,29.4000,29.4000,0,0,0
RAL,20120810,18.4933,18.4933,18.4336,18.4337,300,31.0000,31.0000,30.9000,30.9000,0,200,0
RAL,20120808,18.4933,18.4933,18.4933,18.4933,10,31.0000,31.0000,31.0000,31.0000,0,0,0
RAL,20120807,17.8968,17.8968,17.1213,17.8371,1020,30.0000,30.0000,28.7000,29.9000,0,0,20
RAL,20120806,17.5985,17.8967,17.5985,17.8968,710,29.5000,30.0000,29.5000,30.0000,0,0,0
RAL,20120803,17.5985,18.4933,17.5985,18.4933,110,29.5000,31.0000,29.5000,31.0000,0,0,0
RAL,20120802,18.4934,18.4934,18.4934,18.4933,10,31.0000,31.0000,31.0000,31.0000,0,0,0
RAL,20120801,17.5389,18.1951,17.5389,18.1951,610,29.4000,30.5000,29.4000,30.5000,0,0,0
RAL,20120731,17.5985,18.4337,17.5985,18.4337,310,29.5000,30.9000,29.5000,30.9000,0,0,0
RAL,20120730,17.8967,17.8967,17.5985,17.5985,1700,30.0000,30.0000,29.5000,29.5000,0,0,0
RAL,20120727,18.4934,19.0899,18.4337,18.4933,3440,31.0000,32.0000,30.9000,31.0000,0,0,0
RAL,20120726,18.4933,19.3881,18.4933,19.3882,140,31.0000,32.5000,31.0000,32.5000,0,0,0
RAL,20120724,17.8372,18.4934,17.8372,18.4933,1520,29.9000,31.0000,29.9000,31.0000,0,0,0
RAL,20120723,18.7319,18.7916,18.7319,18.7320,3250,31.4000,31.5000,31.4000,31.4000,0,0,0
RAL,20120720,19.6865,19.6865,19.6865,19.6864,10,33.0000,33.0000,33.0000,33.0000,0,0,0
RAL,20120719,20.2830,20.2830,19.4479,19.9251,220,34.0000,34.0000,32.6000,33.4000,0,0,0
RAL,20120713,19.3882,19.3882,19.3882,19.3882,920,32.5000,32.5000,32.5000,32.5000,0,0,0
RAL,20120709,19.5074,19.5074,19.5074,19.5075,10,32.7000,32.7000,32.7000,32.7000,0,0,0
RAL,20120706,17.3003,19.0303,17.3003,19.0302,250,29.0000,31.9000,29.0000,31.9000,0,0,140
