<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
RAL,20120705,18.1951,18.1951,18.1951,18.1951,10,30.5000,30.5000,30.5000,30.5000,0,0,10
RAL,20120704,18.1950,18.1950,17.8967,17.8968,2310,30.5000,30.5000,30.0000,30.0000,0,0,1000
RAL,20120703,18.1950,18.4933,18.1950,18.4933,2370,30.5000,31.0000,30.5000,31.0000,0,0,0
RAL,20120702,19.1495,19.1495,19.1495,19.1495,10,32.1000,32.1000,32.1000,32.1000,0,0,0
RAL,20120629,18.4337,19.1496,18.4337,19.1495,510,30.9000,32.1000,30.9000,32.1000,0,0,0
RAL,20120628,18.9706,19.3882,18.9706,19.3882,1120,31.8000,32.5000,31.8000,32.5000,0,0,0
RAL,20120627,19.0899,19.9251,19.0899,19.9251,430,32.0000,33.4000,32.0000,33.4000,0,0,0
RAL,20120625,19.2689,19.2689,19.2689,19.2689,100,32.3000,32.3000,32.3000,32.3000,0,0,0
RAL,20120622,19.0899,19.0899,19.0899,19.0899,10,32.0000,32.0000,32.0000,32.0000,0,0,0
RAL,20120621,18.4933,18.7916,18.4933,18.7916,1320,31.0000,31.5000,31.0000,31.5000,0,0,0
RAL,20120620,19.0899,19.0899,19.0899,19.0899,190,32.0000,32.0000,32.0000,32.0000,0,0,0
RAL,20120619,19.4478,19.4478,19.0899,19.3285,1430,32.6000,32.6000,32.0000,32.4000,0,0,0
RAL,20120614,19.4478,19.4478,19.4478,19.4478,10,32.6000,32.6000,32.6000,32.6000,0,0,0
RAL,20120612,18.5530,18.5530,18.5530,18.5530,510,31.1000,31.1000,31.1000,31.1000,0,0,0
RAL,20120611,18.5530,18.5530,18.5530,18.5530,900,31.1000,31.1000,31.1000,31.1000,0,0,0
RAL,20120608,19.5671,19.5671,17.8968,17.8968,3310,32.8000,32.8000,30.0000,30.0000,0,0,0
RAL,20120606,17.5985,18.7916,17.5985,18.7916,950,29.5000,31.5000,29.5000,31.5000,0,0,0
RAL,20120605,17.9565,18.4934,17.9565,18.4933,10690,30.1000,31.0000,30.1000,31.0000,0,0,280
RAL,20120604,18.4337,18.4337,18.4337,18.4337,6460,30.9000,30.9000,30.9000,30.9000,0,0,0
RAL,20120531,18.6127,19.3882,18.4933,19.3882,4980,31.2000,32.5000,31.0000,32.5000,0,2600,0
RAL,20120530,18.4933,19.0899,18.4933,19.0899,1310,31.0000,32.0000,31.0000,32.0000,0,0,0
RAL,20120528,18.4933,18.4933,17.8967,18.4933,6820,31.0000,31.0000,30.0000,31.0000,0,0,0
RAL,20120525,17.0615,18.4933,17.0615,18.4933,4790,28.6000,31.0000,28.6000,31.0000,0,0,0
RAL,20120524,18.4933,18.4933,17.5985,17.6581,8200,31.0000,31.0000,29.5000,29.6000,0,0,0
RAL,20120523,17.8968,18.4934,17.8968,18.4933,9210,30.0000,31.0000,30.0000,31.0000,0,0,0
RAL,20120522,18.1950,18.1950,17.8967,17.8968,640,30.5000,30.5000,30.0000,30.0000,0,0,0
RAL,20120521,16.7037,18.0758,16.7037,18.0757,10230,28.0000,30.3000,28.0000,30.3000,0,0,0
RAL,20120518,17.5388,17.5388,17.2406,17.2406,2850,29.4000,29.4000,28.9000,28.9000,0,0,0
RAL,20120517,18.4933,19.6865,18.1354,18.1354,37670,31.0000,33.0000,30.4000,30.4000,0,0,0
RAL,20120516,19.8058,19.9251,19.0899,19.0899,10560,33.2000,33.4000,32.0000,32.0000,0,0,0
RAL,20120515,19.9251,19.9251,19.8058,19.8058,76270,33.4000,33.4000,33.2000,33.2000,0,0,0
RAL,20120514,21.4761,21.4761,20.1040,20.8199,52920,36.0000,36.0000,33.7000,34.9000,0,0,0
RAL,20120511,20.4619,21.4164,20.4023,21.1182,13390,34.3000,35.9000,34.2000,35.4000,0,0,0
RAL,20120510,21.4761,21.4761,21.1778,21.1778,18680,36.0000,36.0000,35.5000,35.5000,0,0,0
RAL,20120509,21.4164,21.4761,20.5813,21.4761,18800,35.9000,36.0000,34.5000,36.0000,0,190,0
RAL,20120508,22.0727,22.0727,20.5216,20.5216,12300,37.0000,37.0000,34.4000,34.4000,0,5000,0
RAL,20120507,20.4023,21.4761,20.4023,21.4761,570,34.2000,36.0000,34.2000,36.0000,0,0,0
RAL,20120504,20.8796,20.9989,20.2830,20.9989,23290,35.0000,35.2000,34.0000,35.2000,0,10000,0
RAL,20120503,19.2689,20.0444,18.8513,20.0444,26080,32.3000,33.6000,31.6000,33.6000,0,0,0
RAL,20120502,20.3426,20.3426,19.0899,19.0899,4560,34.1000,34.1000,32.0000,32.0000,0,0,0
RAL,20120427,20.5216,20.5216,19.1495,19.8654,29960,34.4000,34.4000,32.1000,33.3000,0,20000,5000
RAL,20120426,19.3882,19.8655,18.8513,19.8654,5520,32.5000,33.3000,31.6000,33.3000,0,0,0
RAL,20120425,20.7603,20.7603,19.0899,19.2689,12560,34.8000,34.8000,32.0000,32.3000,0,4400,0
RAL,20120424,18.6723,19.8654,18.6723,19.8058,71540,31.3000,33.3000,31.3000,33.2000,0,60000,0
RAL,20120423,19.6864,19.6864,18.1950,19.6268,970,33.0000,33.0000,30.5000,32.9000,0,0,0
RAL,20120420,18.9109,18.9109,18.9109,18.9109,7400,31.7000,31.7000,31.7000,31.7000,0,7390,0
RAL,20120419,19.5075,19.5671,18.6723,18.6723,15220,32.7000,32.8000,31.3000,31.3000,0,0,0
RAL,20120418,17.8371,18.6723,17.8371,18.6723,28110,29.9000,31.3000,29.9000,31.3000,0,0,0
RAL,20120417,18.0161,18.1354,17.8371,17.8371,5330,30.2000,30.4000,29.9000,29.9000,0,0,0
RAL,20120416,17.6582,19.4478,17.6582,18.1354,5260,29.6000,32.6000,29.6000,30.4000,0,0,0
RAL,20120413,18.5529,18.6723,18.1950,18.5530,14510,31.1000,31.3000,30.5000,31.1000,0,0,0
RAL,20120412,18.6723,18.6723,17.8968,18.6126,9800,31.3000,31.3000,30.0000,31.2000,0,0,0
RAL,20120411,17.8968,18.6723,17.8968,18.6723,6140,30.0000,31.3000,30.0000,31.3000,0,0,0
RAL,20120410,18.4934,18.7917,17.8968,18.6723,4510,31.0000,31.5000,30.0000,31.3000,0,0,0
RAL,20120409,18.1950,18.6723,17.6581,18.1951,11930,30.5000,31.3000,29.6000,30.5000,0,0,0
RAL,20120406,18.7320,18.7320,17.8371,17.8371,2010,31.4000,31.4000,29.9000,29.9000,0,0,0
RAL,20120405,18.0161,19.0303,17.8968,18.0161,9710,30.2000,31.9000,30.0000,30.2000,0,0,0
RAL,20120404,18.4934,18.7916,18.4934,18.7320,5190,31.0000,31.5000,31.0000,31.4000,0,0,0
RAL,20120403,17.3003,17.8968,17.2406,17.8968,14580,29.0000,30.0000,28.9000,30.0000,0,2710,0
RAL,20120330,17.0705,18.7152,17.0705,17.2406,214730,30.1000,33.0000,30.1000,30.4000,0,1000,0
RAL,20120329,18.4316,18.4316,17.1272,17.9212,290780,32.5000,32.5000,30.2000,31.6000,0,16000,0
RAL,20120328,17.9779,18.1480,17.9779,17.9779,104880,31.7000,32.0000,31.7000,31.7000,0,2000,0
RAL,20120327,19.6225,20.4165,18.8853,18.8853,195870,34.6000,36.0000,33.3000,33.3000,400000,0,0
RAL,20120326,19.5658,21.5507,19.5091,19.8494,297650,34.5000,38.0000,34.4000,35.0000,210322,0,0
RAL,20120323,20.5867,20.5867,20.5300,20.5299,5120,36.3000,36.3000,36.2000,36.2000,0,0,0
RAL,20120322,21.6074,21.6074,21.1537,21.6075,221320,38.1000,38.1000,37.3000,38.1000,0,0,740
RAL,20120321,20.5866,20.5866,20.5299,20.5866,213690,36.3000,36.3000,36.2000,36.3000,0,0,0
RAL,20120320,19.6225,19.6225,19.5658,19.6225,87160,34.6000,34.6000,34.5000,34.6000,0,0,10000
RAL,20120319,19.3957,19.5091,18.7151,18.7151,59900,34.2000,34.4000,33.0000,33.0000,35800,0,10000
RAL,20120316,18.6017,18.6017,18.6017,18.6017,45050,32.8000,32.8000,32.8000,32.8000,0,0,0
RAL,20120315,17.5808,17.7510,17.5808,17.7510,176140,31.0000,31.3000,31.0000,31.3000,0,0,10000
RAL,20120314,16.6168,16.9571,16.5034,16.9570,85320,29.3000,29.9000,29.1000,29.9000,0,0,33840
RAL,20120313,15.8795,16.1631,15.8795,16.1631,35650,28.0000,28.5000,28.0000,28.5000,0,0,20000
RAL,20120312,15.4259,15.9363,15.4259,15.4258,81900,27.2000,28.1000,27.2000,27.2000,0,0,0
RAL,20120309,15.5959,15.8228,15.1989,15.1990,72000,27.5000,27.9000,26.8000,26.8000,0,0,0
RAL,20120308,15.9929,15.9929,15.0855,15.0855,8810,28.2000,28.2000,26.6000,26.6000,0,0,0
RAL,20120307,15.3690,15.3690,15.2556,15.3691,15650,27.1000,27.1000,26.9000,27.1000,0,0,1000
RAL,20120306,15.8795,15.8795,14.6886,14.6885,32320,28.0000,28.0000,25.9000,25.9000,0,0,0
RAL,20120305,16.1630,16.3332,15.3123,15.3124,12310,28.5000,28.8000,27.0000,27.0000,0,0,0
RAL,20120302,15.7660,15.8795,15.4258,15.5959,292470,27.8000,28.0000,27.2000,27.5000,0,0,69260
RAL,20120301,15.0855,16.0497,15.0855,15.1422,14190,26.6000,28.3000,26.6000,26.7000,0,0,0
RAL,20120229,15.7660,15.8795,14.7452,15.3124,64030,27.8000,28.0000,26.0000,27.0000,0,0,0
RAL,20120228,15.0288,15.6527,15.0288,15.1422,60860,26.5000,27.6000,26.5000,26.7000,0,0,0
RAL,20120227,15.8228,15.8228,14.9154,14.9154,13320,27.9000,27.9000,26.3000,26.3000,0,0,10000
RAL,20120224,15.5960,15.6527,15.1990,15.1990,16850,27.5000,27.6000,26.8000,26.8000,0,0,5000
RAL,20120223,15.7661,15.7661,15.1989,15.1990,4800,27.8000,27.8000,26.8000,26.8000,0,0,0
RAL,20120222,15.3124,15.4826,15.0289,15.0288,66090,27.0000,27.3000,26.5000,26.5000,0,0,0
RAL,20120221,15.4259,15.4826,14.7453,14.7453,78990,27.2000,27.3000,26.0000,26.0000,0,0,5000
RAL,20120220,14.6318,15.3123,14.2348,14.7453,67510,25.8000,27.0000,25.1000,26.0000,0,0,5000
RAL,20120217,14.8586,15.3123,14.6318,14.6318,29280,26.2000,27.0000,25.8000,25.8000,0,5250,0
RAL,20120216,14.5184,14.6318,14.4617,14.6318,17010,25.6000,25.8000,25.5000,25.8000,0,0,0
RAL,20120215,14.7453,14.7453,14.2916,14.4617,101780,26.0000,26.0000,25.2000,25.5000,0,0,0
RAL,20120214,14.3483,14.5751,14.3483,14.4617,48050,25.3000,25.7000,25.3000,25.5000,0,5000,0
RAL,20120213,13.3841,13.9512,13.3841,13.9513,27290,23.6000,24.6000,23.6000,24.6000,0,0,0
RAL,20120210,13.3274,13.3274,13.2707,13.3274,37170,23.5000,23.5000,23.4000,23.5000,0,0,270
RAL,20120209,13.2707,13.2707,13.2707,13.2707,53060,23.4000,23.4000,23.4000,23.4000,0,0,20000
RAL,20120208,13.2707,13.2707,13.2707,13.2707,24500,23.4000,23.4000,23.4000,23.4000,0,0,0
RAL,20120207,13.2707,13.2707,13.2707,13.2707,10,23.4000,23.4000,23.4000,23.4000,0,0,0
RAL,20120206,12.7603,12.7603,12.7603,12.7603,4390,22.5000,22.5000,22.5000,22.5000,0,0,0
RAL,20120203,13.0439,13.0439,13.0439,13.0439,47420,23.0000,23.0000,23.0000,23.0000,0,0,0
RAL,20120202,13.0439,13.1006,13.0439,13.1006,59040,23.0000,23.1000,23.0000,23.1000,0,0,0
RAL,20120201,12.3634,13.0439,12.3634,12.4768,7460,21.8000,23.0000,21.8000,22.0000,0,0,0
RAL,20120131,12.2499,12.4767,12.2499,12.4768,89680,21.6000,22.0000,21.6000,22.0000,0,0,10000
RAL,20120130,11.9096,11.9096,11.9096,11.9096,100,21.0000,21.0000,21.0000,21.0000,0,0,0
RAL,20120120,11.8529,11.8529,11.7962,11.7962,3000,20.9000,20.9000,20.8000,20.8000,0,0,0
RAL,20120119,11.5127,11.7962,11.5127,11.7962,170,20.3000,20.8000,20.3000,20.8000,0,0,0
RAL,20120118,11.5127,11.6828,11.5127,11.6828,1120,20.3000,20.6000,20.3000,20.6000,0,0,0
RAL,20120117,11.6261,11.6828,11.6261,11.6261,3860,20.5000,20.6000,20.5000,20.5000,0,0,0
RAL,20120116,11.3992,11.6260,11.3992,11.6261,260,20.1000,20.5000,20.1000,20.5000,0,0,0
RAL,20120113,11.1156,11.5126,11.1156,11.5126,18450,19.6000,20.3000,19.6000,20.3000,0,0,0
RAL,20120112,11.2290,11.5693,11.2290,11.5126,9810,19.8000,20.4000,19.8000,20.3000,0,0,0
RAL,20120110,11.3425,11.5126,11.3425,11.5126,2210,20.0000,20.3000,20.0000,20.3000,85000,0,0
RAL,20120109,11.1157,11.3426,11.1157,11.3425,4250,19.6000,20.0000,19.6000,20.0000,0,0,0
RAL,20120106,11.3425,11.3425,11.0590,11.1157,14420,20.0000,20.0000,19.5000,19.6000,30000,0,0
RAL,20120105,11.7962,11.7962,11.6261,11.6261,12300,20.8000,20.8000,20.5000,20.5000,92500,0,0
RAL,20120104,12.4768,12.7603,11.6261,12.1932,1000,22.0000,22.5000,20.5000,21.5000,0,0,0
RAL,20120103,12.4201,12.4201,12.1932,12.1932,6020,21.9000,21.9000,21.5000,21.5000,0,0,0
RAL,20111230,11.4559,12.0230,11.4559,12.0231,2110,20.2000,21.2000,20.2000,21.2000,0,0,0
RAL,20111229,11.9096,11.9096,11.6261,11.8529,5600,21.0000,21.0000,20.5000,20.9000,0,0,0
RAL,20111228,11.4559,12.1932,11.4559,12.1932,4700,20.2000,21.5000,20.2000,21.5000,1313080,0,0
RAL,20111227,11.9663,11.9663,11.8529,11.8529,1100,21.1000,21.1000,20.9000,20.9000,0,0,0
RAL,20111226,12.1932,12.4768,12.1932,12.3633,30150,21.5000,22.0000,21.5000,21.8000,0,0,0
RAL,20111223,12.4768,12.4768,12.1932,12.1932,1550,22.0000,22.0000,21.5000,21.5000,0,0,0
RAL,20111222,13.1573,13.2707,12.1932,12.4768,357130,23.2000,23.4000,21.5000,22.0000,0,0,45000
RAL,20111221,12.6469,12.6469,12.5335,12.6469,95430,22.3000,22.3000,22.1000,22.3000,0,0,0
RAL,20111220,11.6827,12.0797,11.6260,12.0798,16740,20.6000,21.3000,20.5000,21.3000,0,0,5000
RAL,20111219,11.5127,12.5902,11.5127,11.5126,18540,20.3000,22.2000,20.3000,20.3000,0,0,0
RAL,20111216,12.6469,13.2707,12.0231,12.0231,11050,22.3000,23.4000,21.2000,21.2000,0,0,0
RAL,20111215,13.2707,13.2707,12.6469,12.6469,2950,23.4000,23.4000,22.3000,22.3000,0,0,0
RAL,20111214,12.4767,13.3274,12.0798,13.2707,171790,22.0000,23.5000,21.3000,23.4000,0,900,0
RAL,20111213,12.4200,12.8170,11.9096,12.7036,50460,21.9000,22.6000,21.0000,22.4000,0,4100,0
RAL,20111212,12.2499,12.2499,12.1932,12.2499,38950,21.6000,21.6000,21.5000,21.6000,0,0,0
RAL,20111209,10.7187,11.6828,10.7187,11.6828,41410,18.9000,20.6000,18.9000,20.6000,0,0,1000
RAL,20111208,10.7187,11.1724,10.7187,11.1724,26480,18.9000,19.7000,18.9000,19.7000,0,0,0
RAL,20111207,10.6052,10.8320,10.6052,10.7187,16200,18.7000,19.1000,18.7000,18.9000,0,0,0
RAL,20111206,10.6619,10.7753,10.6052,10.6052,37000,18.8000,19.0000,18.7000,18.7000,0,0,0
RAL,20111205,10.4918,10.7754,10.4918,10.6052,14800,18.5000,19.0000,18.5000,18.7000,0,0,0
RAL,20111202,10.2649,10.4918,9.9814,10.4918,2120,18.1000,18.5000,17.6000,18.5000,0,0,0
RAL,20111201,9.9247,10.0948,9.9247,10.0948,7180,17.5000,17.8000,17.5000,17.8000,0,0,0
RAL,20111130,10.0949,10.1516,10.0382,10.0381,2420,17.8000,17.9000,17.7000,17.7000,0,0,0
RAL,20111129,10.2083,10.2083,10.2083,10.2083,8400,18.0000,18.0000,18.0000,18.0000,0,0,5000
RAL,20111128,10.3784,10.3784,10.2082,10.2083,1020,18.3000,18.3000,18.0000,18.0000,0,0,0
RAL,20111125,10.4351,10.5485,10.4351,10.4918,19130,18.4000,18.6000,18.4000,18.5000,0,0,10000
RAL,20111124,10.3784,10.4918,10.3784,10.4351,15600,18.3000,18.5000,18.3000,18.4000,0,0,0
RAL,20111123,10.5486,10.5486,10.3784,10.5485,31720,18.6000,18.6000,18.3000,18.6000,0,0,0
RAL,20111122,10.4918,10.6052,10.2650,10.2650,25440,18.5000,18.7000,18.1000,18.1000,0,0,0
RAL,20111121,9.9814,10.4351,9.8680,10.4351,58970,17.6000,18.4000,17.4000,18.4000,0,0,0
RAL,20111118,10.1515,10.3216,10.0948,10.0948,89080,17.9000,18.2000,17.8000,17.8000,0,0,0
RAL,20111117,9.9814,10.3216,9.9814,10.1515,76930,17.6000,18.2000,17.6000,17.9000,0,0,0
RAL,20111116,9.9247,10.0948,9.9247,10.0948,1500,17.5000,17.8000,17.5000,17.8000,0,0,0
RAL,20111115,9.9814,9.9814,9.8680,9.9247,51660,17.6000,17.6000,17.4000,17.5000,0,0,0
RAL,20111114,9.6978,9.9814,9.6978,9.9247,68320,17.1000,17.6000,17.1000,17.5000,0,0,8430
RAL,20111111,9.4142,9.8112,9.4142,9.5277,49730,16.6000,17.3000,16.6000,16.8000,0,0,10570
RAL,20111110,10.0381,10.0381,9.5844,9.6978,93910,17.7000,17.7000,16.9000,17.1000,0,0,0
RAL,20111109,9.6412,9.6412,9.6412,9.6411,15420,17.0000,17.0000,17.0000,17.0000,0,0,0
RAL,20111108,10.0381,10.2083,9.7546,9.7546,51590,17.7000,18.0000,17.2000,17.2000,0,0,0
RAL,20111107,10.2650,10.3784,10.2650,10.2650,28740,18.1000,18.3000,18.1000,18.1000,0,6680,0
RAL,20111104,10.1516,10.4919,10.1516,10.2650,53140,17.9000,18.5000,17.9000,18.1000,160000,1000,0
RAL,20111103,9.9814,10.2082,9.9814,10.2083,33420,17.6000,18.0000,17.6000,18.0000,0,0,0
RAL,20111102,10.0381,10.3784,9.9247,10.1515,311810,17.7000,18.3000,17.5000,17.9000,204980,0,10500
RAL,20111101,9.6978,10.1515,9.6978,9.9247,78250,17.1000,17.9000,17.1000,17.5000,0,10000,0
RAL,20111031,9.8680,9.9814,9.6411,9.6978,47810,17.4000,17.6000,17.0000,17.1000,230000,0,0
RAL,20111028,9.6979,9.8680,9.4710,9.8680,98030,17.1000,17.4000,16.7000,17.4000,0,39000,0
RAL,20111027,9.4143,9.5277,9.4143,9.4143,56660,16.6000,16.8000,16.6000,16.6000,0,15000,0
RAL,20111026,9.5845,9.6979,9.5277,9.5277,31480,16.9000,17.1000,16.8000,16.8000,100000,9000,0
RAL,20111025,9.3009,9.7546,9.3009,9.7546,145220,16.4000,17.2000,16.4000,17.2000,0,5000,0
RAL,20111024,9.3008,9.4710,9.3008,9.3009,93210,16.4000,16.7000,16.4000,16.4000,50000,0,0
RAL,20111021,9.2441,9.2441,9.1874,9.1874,9320,16.3000,16.3000,16.2000,16.2000,0,0,0
RAL,20111020,9.0740,9.2441,9.0740,9.2441,24980,16.0000,16.3000,16.0000,16.3000,0,0,0
RAL,20111019,9.1307,9.1307,9.0173,9.0740,43560,16.1000,16.1000,15.9000,16.0000,0,2000,0
RAL,20111018,8.9039,9.0740,8.9039,9.0173,26500,15.7000,16.0000,15.7000,15.9000,0,0,0
RAL,20111017,8.9606,9.1307,8.9606,9.0173,57800,15.8000,16.1000,15.8000,15.9000,75000,0,0
RAL,20111014,9.1875,9.1875,8.9606,8.9606,1020,16.2000,16.2000,15.8000,15.8000,0,0,0
RAL,20111013,9.0741,9.0741,8.9039,8.9606,3510,16.0000,16.0000,15.7000,15.8000,0,0,0
RAL,20111012,8.8472,9.0173,8.8472,8.8472,25960,15.6000,15.9000,15.6000,15.6000,0,0,80
RAL,20111011,9.1874,9.1874,8.9606,9.0173,26630,16.2000,16.2000,15.8000,15.9000,0,0,0
RAL,20111010,9.0740,9.3009,8.9606,9.0740,8060,16.0000,16.4000,15.8000,16.0000,0,0,0
RAL,20111007,9.1307,9.1307,9.0740,9.0740,11860,16.1000,16.1000,16.0000,16.0000,0,0,0
RAL,20111006,8.7338,9.1875,8.7338,9.1307,20640,15.4000,16.2000,15.4000,16.1000,0,0,0
RAL,20111005,8.9038,8.9038,8.7904,8.8472,18850,15.7000,15.7000,15.5000,15.6000,0,0,0
RAL,20111004,8.6203,8.7905,8.6203,8.7337,7850,15.2000,15.5000,15.2000,15.4000,0,0,0
RAL,20111003,8.8472,9.0173,8.8472,8.8472,25200,15.6000,15.9000,15.6000,15.6000,52000,0,500
RAL,20110930,8.6770,9.0173,8.6770,8.9606,57780,15.3000,15.9000,15.3000,15.8000,342380,7000,342380
RAL,20110929,8.7338,8.7905,8.6203,8.7337,9050,15.4000,15.5000,15.2000,15.4000,0,0,0
RAL,20110928,8.9039,8.9606,8.6771,8.9039,6830,15.7000,15.8000,15.3000,15.7000,75000,100,0
RAL,20110927,8.8472,8.9606,8.6770,8.8472,58010,15.6000,15.8000,15.3000,15.6000,147000,2900,4040
RAL,20110926,8.9039,8.9039,8.7905,8.9039,48190,15.7000,15.7000,15.5000,15.7000,0,2000,20000
RAL,20110923,8.8472,8.9039,8.8472,8.8472,20490,15.6000,15.7000,15.6000,15.6000,0,0,0
RAL,20110922,8.8472,8.9606,8.8472,8.9606,43700,15.6000,15.8000,15.6000,15.8000,70000,0,40000
RAL,20110921,8.7905,9.0173,8.7905,8.9039,68270,15.5000,15.9000,15.5000,15.7000,0,0,50000
RAL,20110920,8.8472,8.9039,8.8472,8.8472,112980,15.6000,15.7000,15.6000,15.6000,0,0,49920
RAL,20110919,8.6770,8.8471,8.5069,8.8472,27770,15.3000,15.6000,15.0000,15.6000,0,0,0
RAL,20110916,8.6770,9.0173,8.6770,8.6770,1010,15.3000,15.9000,15.3000,15.3000,0,0,0
RAL,20110915,8.9606,9.0173,8.8472,8.9606,33960,15.8000,15.9000,15.6000,15.8000,70000,0,0
RAL,20110914,9.3575,9.3575,8.9606,8.9606,121860,16.5000,16.5000,15.8000,15.8000,0,24930,61500
RAL,20110913,8.8471,9.1874,8.7904,9.1874,93290,15.6000,16.2000,15.5000,16.2000,0,1070,0
RAL,20110912,8.8472,8.9039,8.7338,8.7904,38640,15.6000,15.7000,15.4000,15.5000,0,0,10000
RAL,20110909,8.9039,8.9606,8.7338,8.8472,6670,15.7000,15.8000,15.4000,15.6000,0,0,0
RAL,20110908,8.9605,9.0740,8.8471,8.9039,23030,15.8000,16.0000,15.6000,15.7000,0,0,0
RAL,20110907,8.9038,9.0173,8.7904,8.7904,23570,15.7000,15.9000,15.5000,15.5000,0,3510,0
RAL,20110906,8.7905,8.7905,8.6770,8.6770,5000,15.5000,15.5000,15.3000,15.3000,0,0,0
RAL,20110905,9.0740,9.0740,8.7337,8.9039,12900,16.0000,16.0000,15.4000,15.7000,30000,0,0
RAL,20110901,8.9039,9.0173,8.9039,8.9606,19730,15.7000,15.9000,15.7000,15.8000,0,0,0
RAL,20110831,8.9039,8.9039,8.8472,8.8472,13860,15.7000,15.7000,15.6000,15.6000,0,3000,0
RAL,20110830,8.9605,8.9605,8.6770,8.9039,25710,15.8000,15.8000,15.3000,15.7000,120000,0,0
RAL,20110829,8.6203,8.7905,8.6203,8.7904,30360,15.2000,15.5000,15.2000,15.5000,288690,0,0
RAL,20110826,8.5069,8.6203,8.5069,8.5636,17700,15.0000,15.2000,15.0000,15.1000,0,0,0
RAL,20110825,8.5069,8.6203,8.5069,8.5636,7010,15.0000,15.2000,15.0000,15.1000,0,0,0
RAL,20110824,8.7904,8.7904,8.5636,8.5636,8660,15.5000,15.5000,15.1000,15.1000,0,5000,0
RAL,20110823,8.5636,8.7337,8.5636,8.6770,7320,15.1000,15.4000,15.1000,15.3000,0,1000,0
RAL,20110822,8.6770,8.7905,8.6203,8.7337,11700,15.3000,15.5000,15.2000,15.4000,0,0,0
RAL,20110819,8.6203,8.6770,8.5636,8.5636,10780,15.2000,15.3000,15.1000,15.1000,0,0,0
RAL,20110818,8.5069,8.9038,8.5069,8.7337,14610,15.0000,15.7000,15.0000,15.4000,0,0,0
RAL,20110817,8.7908,8.7908,8.6206,8.6770,11000,15.5000,15.5000,15.2000,15.3000,0,0,0
RAL,20110816,8.4607,8.6671,8.4607,8.5639,17820,16.4000,16.8000,16.4000,16.6000,0,0,0
RAL,20110815,8.5123,8.6155,8.4607,8.4607,21100,16.5000,16.7000,16.4000,16.4000,0,0,0
RAL,20110812,8.4091,8.6670,8.3575,8.5123,37570,16.3000,16.8000,16.2000,16.5000,0,0,0
RAL,20110811,8.3575,8.3575,8.2543,8.3059,110860,16.2000,16.2000,16.0000,16.1000,91000,0,0
RAL,20110810,8.3576,8.3576,8.2028,8.2543,32680,16.2000,16.2000,15.9000,16.0000,0,0,0
RAL,20110809,8.2027,8.2543,8.1511,8.2028,123000,15.9000,16.0000,15.8000,15.9000,0,0,0
RAL,20110808,8.3059,8.4091,8.2543,8.3059,34580,16.1000,16.3000,16.0000,16.1000,0,0,0
RAL,20110805,8.2027,8.3059,8.2027,8.2543,15200,15.9000,16.1000,15.9000,16.0000,0,0,0
RAL,20110804,8.3060,8.3576,8.2544,8.3575,9340,16.1000,16.2000,16.0000,16.2000,0,0,0
RAL,20110803,8.0996,8.2028,7.9964,8.2028,15000,15.7000,15.9000,15.5000,15.9000,0,0,0
RAL,20110802,8.2028,8.2028,8.0996,8.0996,104110,15.9000,15.9000,15.7000,15.7000,0,0,0
RAL,20110801,8.3059,8.3059,8.2027,8.2028,6880,16.1000,16.1000,15.9000,15.9000,0,0,0
RAL,20110729,8.3575,8.3575,8.2027,8.2543,7100,16.2000,16.2000,15.9000,16.0000,45000,0,0
RAL,20110728,8.4607,8.4607,8.3576,8.3575,33430,16.4000,16.4000,16.2000,16.2000,200000,0,0
RAL,20110727,8.2544,8.2544,8.2028,8.2028,11420,16.0000,16.0000,15.9000,15.9000,0,0,0
RAL,20110726,8.2028,8.2544,8.2028,8.2028,28800,15.9000,16.0000,15.9000,15.9000,0,0,0
RAL,20110725,8.2543,8.3059,8.2027,8.2028,22270,16.0000,16.1000,15.9000,15.9000,0,2000,0
RAL,20110722,8.2028,8.3060,8.2028,8.2543,11610,15.9000,16.1000,15.9000,16.0000,0,0,0
RAL,20110721,8.2028,8.2544,8.1512,8.2028,17600,15.9000,16.0000,15.8000,15.9000,0,0,0
RAL,20110720,8.1512,8.3060,8.1512,8.2028,121200,15.8000,16.1000,15.8000,15.9000,99000,0,0
RAL,20110719,8.1511,8.2543,8.1511,8.1512,30500,15.8000,16.0000,15.8000,15.8000,0,0,0
RAL,20110718,8.2028,8.2544,8.2028,8.2543,2328,15.9000,16.0000,15.9000,16.0000,0,0,0
RAL,20110715,8.1512,8.3060,8.0996,8.1512,35980,15.8000,16.1000,15.7000,15.8000,0,0,0
RAL,20110714,8.0996,8.2028,8.0480,8.0996,9920,15.7000,15.9000,15.6000,15.7000,99000,0,0
RAL,20110713,7.9964,8.1512,7.9964,8.0996,7290,15.5000,15.8000,15.5000,15.7000,0,0,0
RAL,20110712,8.1512,8.2028,7.9964,7.9964,18510,15.8000,15.9000,15.5000,15.5000,0,0,0
RAL,20110711,8.2543,8.2543,8.1511,8.1512,11700,16.0000,16.0000,15.8000,15.8000,0,0,0
RAL,20110708,8.1511,8.3575,8.1511,8.2543,8700,15.8000,16.2000,15.8000,16.0000,0,0,0
